text,classLabel
"2002/S_20020130.txt ,"" Signs that weakness in demand is abating and economic activity is beginning to firm have become more prevalent. With the forces restraining the economy starting to diminish, and with the long-term prospects for productivity growth remaining favorable and monetary policy accommodative, the outlook for economic recovery has become more promising."",,,,",2
"2002/S_20020130.txt ,"" The degree of any strength in business capital and household spending, however, is still uncertain. Hence, the Committee continues to believe that, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future."",,,,",2
"2002/S_20020319.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-3/4 percent.,,,,",3
"2002/S_20020319.txt ,"" The information that has become available since the last meeting of the Committee indicates that the economy, bolstered by a marked swing in inventory investment, is expanding at a significant pace. Nonetheless, the degree of the strengthening in final demand over coming quarters, an essential element in sustained economic expansion, is still uncertain."",,,,",2
"2002/S_20020319.txt ,"" In these circumstances, although the stance of monetary policy is currently accommodative, the Committee believes that, for the foreseeable future, against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals."",,,,",0
"2002/S_20020319.txt ,"" The Committee decided to include in its announcements following its meetings the roll call of the vote on the federal funds rate target, including the preferred policy choice of any dissenters. This action accelerates the release of this information, currently available in the Minutes with a lag. To conform to this new practice, the Board of Governors also decided to report in the written announcement the roll call of any vote on the discount rate, also including the preferred policy choice of any dissenters."",,,,",0
"2002/S_20020507.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1 3/4 percent.,,,,",3
"2002/S_20020507.txt ,"" The information that has become available since the last meeting of the Committee confirms that economic activity has been receiving considerable upward impetus from a marked swing in inventory investment. Nonetheless, the degree of the strengthening in final demand over coming quarters, an essential element in sustained economic expansion, is still uncertain."",,,,",2
"2002/S_20020507.txt ,"" In these circumstances, although the stance of monetary policy is currently accommodative, the Committee believes that, for the foreseeable future, against the background of its long run goals of price stability and sustainable economic growth and of the information currently available, the risks are balanced with respect to the prospects for both goals."",,,,",0
"2002/S_20020626.txt , The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1 3/4 percent.,,,,",3
"2002/S_20020626.txt ,"" The information that has become available since the last meeting of the Committee confirms that economic activity is continuing to increase. However, both the upward impetus from the swing in inventory investment and the growth in final demand appear to have moderated. The Committee expects the rate of increase of final demand to pick up over coming quarters, supported in part by robust underlying growth in productivity, but the degree of the strengthening remains uncertain."",,,,",2
